date,campaign_name,adset_name,impressions,clicks,spend,purchases,purchase_conversion_value
2025-06-18,BOF Retargeting - Cart Abandoners,RTG Cart 7d,22254,445,292.69,26,2498.68
2025-06-19,BOF Retargeting - Cart Abandoners,RTG Cart 7d,27698,554,370.84,25,2369.89
2025-06-20,BOF Retargeting - Cart Abandoners,RTG Cart 7d,24304,486,321.83,27,2616.79
2025-06-21,BOF Retargeting - Cart Abandoners,RTG Cart 7d,22419,448,337.57,39,3745.51
2025-06-22,BOF Retargeting - Cart Abandoners,RTG Cart 7d,23715,474,326.38,22,2105.26
2025-06-23,BOF Retargeting - Cart Abandoners,RTG Cart 7d,16789,336,269.7,28,2665.34
2025-06-24,BOF Retargeting - Cart Abandoners,RTG Cart 7d,26575,532,410.63,34,3272.67
2025-06-25,BOF Retargeting - Cart Abandoners,RTG Cart 7d,19608,392,273.59,21,2013.0
2025-06-26,BOF Retargeting - Cart Abandoners,RTG Cart 7d,21872,437,298.28,26,2462.57
2025-06-27,BOF Retargeting - Cart Abandoners,RTG Cart 7d,21660,433,356.88,20,1896.55
2025-06-28,BOF Retargeting - Cart Abandoners,RTG Cart 7d,25819,516,401.79,35,3391.78
2025-06-29,BOF Retargeting - Cart Abandoners,RTG Cart 7d,17426,349,253.04,17,1586.77
2025-06-30,BOF Retargeting - Cart Abandoners,RTG Cart 7d,27677,554,352.07,43,4154.79
2025-07-01,BOF Retargeting - Cart Abandoners,RTG Cart 7d,22531,451,342.15,30,2874.37
2025-07-02,BOF Retargeting - Cart Abandoners,RTG Cart 7d,27136,543,374.6,28,2642.8
2025-07-03,BOF Retargeting - Cart Abandoners,RTG Cart 7d,30160,603,412.01,49,4723.33
2025-07-04,BOF Retargeting - Cart Abandoners,RTG Cart 7d,21575,432,309.69,21,2025.55
2025-07-05,BOF Retargeting - Cart Abandoners,RTG Cart 7d,25944,519,353.62,25,2413.67
2025-07-06,BOF Retargeting - Cart Abandoners,RTG Cart 7d,23391,468,374.62,19,1812.39
2025-07-07,BOF Retargeting - Cart Abandoners,RTG Cart 7d,30751,615,459.69,55,5284.22
2025-07-08,BOF Retargeting - Cart Abandoners,RTG Cart 7d,30101,602,365.1,56,5411.0
2025-07-09,BOF Retargeting - Cart Abandoners,RTG Cart 7d,28502,570,343.28,19,1792.42
2025-07-10,BOF Retargeting - Cart Abandoners,RTG Cart 7d,23817,476,306.48,22,2145.64
2025-07-11,BOF Retargeting - Cart Abandoners,RTG Cart 7d,20478,410,256.81,26,2466.78
2025-07-12,BOF Retargeting - Cart Abandoners,RTG Cart 7d,16728,335,281.1,23,2209.04
2025-07-13,BOF Retargeting - Cart Abandoners,RTG Cart 7d,19598,392,301.67,28,2685.19
2025-07-14,BOF Retargeting - Cart Abandoners,RTG Cart 7d,22697,454,327.8,29,2770.9
2025-07-15,BOF Retargeting - Cart Abandoners,RTG Cart 7d,33872,677,372.44,37,3532.05
2025-07-16,BOF Retargeting - Cart Abandoners,RTG Cart 7d,17828,357,257.53,19,1814.31
2025-07-17,BOF Retargeting - Cart Abandoners,RTG Cart 7d,24926,499,323.92,31,3016.58
2025-07-18,BOF Retargeting - Cart Abandoners,RTG Cart 7d,35569,711,479.47,27,2617.59
2025-07-19,BOF Retargeting - Cart Abandoners,RTG Cart 7d,26237,525,354.47,28,2673.78
2025-07-20,BOF Retargeting - Cart Abandoners,RTG Cart 7d,23601,472,331.19,18,1716.74
2025-07-21,BOF Retargeting - Cart Abandoners,RTG Cart 7d,22783,456,359.64,28,2705.46
2025-07-22,BOF Retargeting - Cart Abandoners,RTG Cart 7d,17119,342,313.99,24,2346.96
2025-07-23,BOF Retargeting - Cart Abandoners,RTG Cart 7d,19864,397,244.64,32,3093.45
2025-07-24,BOF Retargeting - Cart Abandoners,RTG Cart 7d,24471,489,364.38,32,3026.75
2025-07-25,BOF Retargeting - Cart Abandoners,RTG Cart 7d,12805,256,216.06,23,2202.2
2025-07-26,BOF Retargeting - Cart Abandoners,RTG Cart 7d,20909,418,280.19,27,2555.39
2025-07-27,BOF Retargeting - Cart Abandoners,RTG Cart 7d,22123,442,297.01,15,1415.54
2025-07-28,BOF Retargeting - Cart Abandoners,RTG Cart 7d,23919,478,310.11,16,1517.79
2025-07-29,BOF Retargeting - Cart Abandoners,RTG Cart 7d,39692,794,497.03,35,3396.25
2025-07-30,BOF Retargeting - Cart Abandoners,RTG Cart 7d,30435,609,467.11,41,3915.99
2025-07-31,BOF Retargeting - Cart Abandoners,RTG Cart 7d,26520,530,405.23,32,3075.34
2025-08-01,BOF Retargeting - Cart Abandoners,RTG Cart 7d,19716,394,284.97,21,2009.27
2025-08-02,BOF Retargeting - Cart Abandoners,RTG Cart 7d,32644,653,420.97,33,3144.78
2025-08-03,BOF Retargeting - Cart Abandoners,RTG Cart 7d,19282,386,333.12,27,2630.73
2025-08-04,BOF Retargeting - Cart Abandoners,RTG Cart 7d,20579,412,284.44,34,3284.99
2025-08-05,BOF Retargeting - Cart Abandoners,RTG Cart 7d,26589,532,339.11,38,3648.58
2025-08-06,BOF Retargeting - Cart Abandoners,RTG Cart 7d,31293,626,400.76,29,2775.43
2025-08-07,BOF Retargeting - Cart Abandoners,RTG Cart 7d,23224,464,302.9,28,2677.8
2025-08-08,BOF Retargeting - Cart Abandoners,RTG Cart 7d,27498,550,346.15,34,3235.17
2025-08-09,BOF Retargeting - Cart Abandoners,RTG Cart 7d,17159,343,316.18,33,3180.77
2025-08-10,BOF Retargeting - Cart Abandoners,RTG Cart 7d,20571,411,245.08,40,3831.69
2025-08-11,BOF Retargeting - Cart Abandoners,RTG Cart 7d,23762,475,321.85,29,2810.87
2025-08-12,BOF Retargeting - Cart Abandoners,RTG Cart 7d,22940,459,281.04,38,3660.98
2025-08-13,BOF Retargeting - Cart Abandoners,RTG Cart 7d,25111,502,395.37,24,2293.71
2025-08-14,BOF Retargeting - Cart Abandoners,RTG Cart 7d,17218,344,287.26,23,2162.73
2025-08-15,BOF Retargeting - Cart Abandoners,RTG Cart 7d,30457,609,356.64,17,1600.56
2024-06-01,BOF Retargeting - Site Visitors,RTG Visitors 30d,12379,223,186.88,25,2165.88
2024-06-02,BOF Retargeting - Site Visitors,RTG Visitors 30d,15813,285,208.88,18,1604.18
2024-06-03,BOF Retargeting - Site Visitors,RTG Visitors 30d,22998,414,274.71,17,1514.57
2024-06-04,BOF Retargeting - Site Visitors,RTG Visitors 30d,21623,389,287.24,17,1525.86
2024-06-05,BOF Retargeting - Site Visitors,RTG Visitors 30d,21809,393,303.62,19,1709.11
2024-06-06,BOF Retargeting - Site Visitors,RTG Visitors 30d,17826,321,260.43,16,1408.48
2024-06-07,BOF Retargeting - Site Visitors,RTG Visitors 30d,15889,286,207.01,23,2053.66
2024-06-08,BOF Retargeting - Site Visitors,RTG Visitors 30d,16463,296,251.54,27,2343.71
2024-06-09,BOF Retargeting - Site Visitors,RTG Visitors 30d,16690,300,252.37,12,1022.89
2024-06-10,BOF Retargeting - Site Visitors,RTG Visitors 30d,14651,264,180.76,14,1241.79
2024-06-11,BOF Retargeting - Site Visitors,RTG Visitors 30d,23319,420,323.67,22,1966.95
2024-06-12,BOF Retargeting - Site Visitors,RTG Visitors 30d,11527,207,160.31,10,878.65
2024-06-13,BOF Retargeting - Site Visitors,RTG Visitors 30d,22018,396,302.31,24,2094.48
2024-06-14,BOF Retargeting - Site Visitors,RTG Visitors 30d,17840,321,223.98,26,2262.78
2024-06-15,BOF Retargeting - Site Visitors,RTG Visitors 30d,18999,342,252.28,24,2093.52
2024-06-16,BOF Retargeting - Site Visitors,RTG Visitors 30d,16757,302,243.67,27,2336.27
2024-06-17,BOF Retargeting - Site Visitors,RTG Visitors 30d,17235,310,249.72,15,1281.34
2024-06-18,BOF Retargeting - Site Visitors,RTG Visitors 30d,19816,357,272.78,20,1719.4
2024-06-19,BOF Retargeting - Site Visitors,RTG Visitors 30d,18914,340,247.74,14,1255.55
2024-06-20,BOF Retargeting - Site Visitors,RTG Visitors 30d,21129,380,286.26,22,1894.83
2024-06-21,BOF Retargeting - Site Visitors,RTG Visitors 30d,27304,491,373.22,27,2357.66
2024-06-22,BOF Retargeting - Site Visitors,RTG Visitors 30d,13029,235,175.08,18,1594.53
2024-06-23,BOF Retargeting - Site Visitors,RTG Visitors 30d,9271,167,125.62,15,1336.6
2024-06-24,BOF Retargeting - Site Visitors,RTG Visitors 30d,16032,289,234.0,21,1858.04
2024-06-25,BOF Retargeting - Site Visitors,RTG Visitors 30d,19134,344,231.24,13,1156.58
2024-06-26,BOF Retargeting - Site Visitors,RTG Visitors 30d,16646,300,235.82,12,1013.34
2024-06-27,BOF Retargeting - Site Visitors,RTG Visitors 30d,16038,289,213.73,19,1643.96
2024-06-28,BOF Retargeting - Site Visitors,RTG Visitors 30d,17819,321,295.59,32,2833.08
2024-06-29,BOF Retargeting - Site Visitors,RTG Visitors 30d,12641,228,174.36,13,1182.68
2024-06-30,BOF Retargeting - Site Visitors,RTG Visitors 30d,16098,290,242.59,11,982.9
2024-07-01,BOF Retargeting - Site Visitors,RTG Visitors 30d,18488,333,275.26,36,3200.47
2024-07-02,BOF Retargeting - Site Visitors,RTG Visitors 30d,24526,441,259.88,22,1898.27
2024-07-03,BOF Retargeting - Site Visitors,RTG Visitors 30d,20362,367,268.11,20,1766.93
2024-07-04,BOF Retargeting - Site Visitors,RTG Visitors 30d,24408,439,291.49,14,1259.15
2024-07-05,BOF Retargeting - Site Visitors,RTG Visitors 30d,20027,360,248.2,18,1589.75
2024-07-06,BOF Retargeting - Site Visitors,RTG Visitors 30d,16705,301,204.4,19,1667.47
2024-07-07,BOF Retargeting - Site Visitors,RTG Visitors 30d,17250,311,237.56,20,1778.09
2024-07-08,BOF Retargeting - Site Visitors,RTG Visitors 30d,23853,429,274.23,16,1392.45
2024-07-09,BOF Retargeting - Site Visitors,RTG Visitors 30d,23301,419,289.02,20,1746.07
2024-07-10,BOF Retargeting - Site Visitors,RTG Visitors 30d,13464,242,181.01,12,1021.61
2024-07-11,BOF Retargeting - Site Visitors,RTG Visitors 30d,18135,326,238.46,29,2526.52
2024-07-12,BOF Retargeting - Site Visitors,RTG Visitors 30d,14873,268,203.55,20,1768.92
2024-07-13,BOF Retargeting - Site Visitors,RTG Visitors 30d,17976,324,241.41,15,1322.97
2024-07-14,BOF Retargeting - Site Visitors,RTG Visitors 30d,18352,330,248.83,13,1116.43
2024-07-15,BOF Retargeting - Site Visitors,RTG Visitors 30d,18085,326,235.01,19,1647.94
2024-07-16,BOF Retargeting - Site Visitors,RTG Visitors 30d,19096,344,216.63,14,1226.28
2024-07-17,BOF Retargeting - Site Visitors,RTG Visitors 30d,18068,325,275.16,17,1509.96
2024-07-18,BOF Retargeting - Site Visitors,RTG Visitors 30d,20043,361,241.37,13,1101.31
2024-07-19,BOF Retargeting - Site Visitors,RTG Visitors 30d,22829,411,319.75,16,1412.67
2024-07-20,BOF Retargeting - Site Visitors,RTG Visitors 30d,25331,456,301.19,22,1923.03
2024-07-21,BOF Retargeting - Site Visitors,RTG Visitors 30d,18787,338,262.22,17,1523.35
2024-07-22,BOF Retargeting - Site Visitors,RTG Visitors 30d,19937,359,258.26,39,3449.7
2024-07-23,BOF Retargeting - Site Visitors,RTG Visitors 30d,25092,452,344.17,27,2411.18
2024-07-24,BOF Retargeting - Site Visitors,RTG Visitors 30d,16128,290,258.86,13,1156.75
2024-07-25,BOF Retargeting - Site Visitors,RTG Visitors 30d,20053,361,227.5,11,932.37
2024-07-26,BOF Retargeting - Site Visitors,RTG Visitors 30d,14810,267,219.71,18,1620.14
2024-07-27,BOF Retargeting - Site Visitors,RTG Visitors 30d,14451,260,193.46,13,1152.13
2024-07-28,BOF Retargeting - Site Visitors,RTG Visitors 30d,14630,263,219.42,24,2141.4
2024-07-29,BOF Retargeting - Site Visitors,RTG Visitors 30d,17499,315,270.03,21,1836.54
2024-07-30,BOF Retargeting - Site Visitors,RTG Visitors 30d,13981,252,192.65,8,713.56
2024-07-31,BOF Retargeting - Site Visitors,RTG Visitors 30d,16010,288,229.35,12,1095.5
2024-08-01,BOF Retargeting - Site Visitors,RTG Visitors 30d,17034,307,258.47,15,1332.93
2024-08-02,BOF Retargeting - Site Visitors,RTG Visitors 30d,20626,371,279.44,22,1977.47
2024-08-03,BOF Retargeting - Site Visitors,RTG Visitors 30d,14002,252,219.22,12,1046.54
2024-08-04,BOF Retargeting - Site Visitors,RTG Visitors 30d,17272,311,230.26,18,1562.06
2024-08-05,BOF Retargeting - Site Visitors,RTG Visitors 30d,14583,262,199.4,10,890.82
2024-08-06,BOF Retargeting - Site Visitors,RTG Visitors 30d,12229,220,211.57,16,1397.67
2024-08-07,BOF Retargeting - Site Visitors,RTG Visitors 30d,17342,312,246.69,20,1759.47
2024-08-08,BOF Retargeting - Site Visitors,RTG Visitors 30d,21234,382,273.54,30,2642.08
2024-08-09,BOF Retargeting - Site Visitors,RTG Visitors 30d,17332,312,260.24,20,1766.26
2024-08-10,BOF Retargeting - Site Visitors,RTG Visitors 30d,14784,266,189.62,11,999.3
2024-08-11,BOF Retargeting - Site Visitors,RTG Visitors 30d,16383,295,211.81,25,2185.3
2024-08-12,BOF Retargeting - Site Visitors,RTG Visitors 30d,21954,395,328.13,21,1845.39
2024-08-13,BOF Retargeting - Site Visitors,RTG Visitors 30d,20405,367,275.8,25,2162.83
2024-08-14,BOF Retargeting - Site Visitors,RTG Visitors 30d,19545,352,242.96,15,1294.72
2024-08-15,BOF Retargeting - Site Visitors,RTG Visitors 30d,14120,254,208.08,16,1414.63
2024-08-16,BOF Retargeting - Site Visitors,RTG Visitors 30d,15980,288,220.22,13,1132.62
2024-08-17,BOF Retargeting - Site Visitors,RTG Visitors 30d,18437,332,221.86,18,1595.97
2024-08-18,BOF Retargeting - Site Visitors,RTG Visitors 30d,15840,285,232.98,22,1916.6
2024-08-19,BOF Retargeting - Site Visitors,RTG Visitors 30d,21528,388,277.59,17,1485.53
2024-08-20,BOF Retargeting - Site Visitors,RTG Visitors 30d,17886,322,268.97,16,1426.25
2024-08-21,BOF Retargeting - Site Visitors,RTG Visitors 30d,17112,308,234.76,19,1686.07
2024-08-22,BOF Retargeting - Site Visitors,RTG Visitors 30d,17736,319,228.98,13,1159.83
2024-08-23,BOF Retargeting - Site Visitors,RTG Visitors 30d,21145,381,363.05,15,1328.65
2024-08-24,BOF Retargeting - Site Visitors,RTG Visitors 30d,14120,254,201.09,17,1488.88
2024-08-25,BOF Retargeting - Site Visitors,RTG Visitors 30d,13627,245,176.24,13,1163.9
2024-08-26,BOF Retargeting - Site Visitors,RTG Visitors 30d,14187,255,187.24,14,1215.72
2024-08-27,BOF Retargeting - Site Visitors,RTG Visitors 30d,16598,299,236.09,20,1779.12
2024-08-28,BOF Retargeting - Site Visitors,RTG Visitors 30d,19772,356,298.1,25,2216.0
2024-08-29,BOF Retargeting - Site Visitors,RTG Visitors 30d,17906,322,227.01,16,1405.88
2024-08-30,BOF Retargeting - Site Visitors,RTG Visitors 30d,23574,424,328.67,16,1393.78
2024-08-31,BOF Retargeting - Site Visitors,RTG Visitors 30d,17417,314,222.65,14,1199.69
2024-09-01,BOF Retargeting - Site Visitors,RTG Visitors 30d,21604,389,280.77,24,2071.53
2024-09-02,BOF Retargeting - Site Visitors,RTG Visitors 30d,16071,289,226.89,17,1536.44
2024-09-03,BOF Retargeting - Site Visitors,RTG Visitors 30d,18770,338,227.62,14,1253.78
2024-09-04,BOF Retargeting - Site Visitors,RTG Visitors 30d,18467,332,264.57,15,1313.22
2024-09-05,BOF Retargeting - Site Visitors,RTG Visitors 30d,23697,427,284.01,24,2110.14
2024-09-06,BOF Retargeting - Site Visitors,RTG Visitors 30d,21324,384,252.24,17,1498.84
2024-09-07,BOF Retargeting - Site Visitors,RTG Visitors 30d,19993,360,243.0,22,1950.53
2024-09-08,BOF Retargeting - Site Visitors,RTG Visitors 30d,18653,336,256.41,24,2111.94
2024-09-09,BOF Retargeting - Site Visitors,RTG Visitors 30d,19302,347,201.98,14,1223.62
2024-09-10,BOF Retargeting - Site Visitors,RTG Visitors 30d,18457,332,245.41,24,2085.18
2024-09-11,BOF Retargeting - Site Visitors,RTG Visitors 30d,18044,325,237.79,18,1595.05
2024-09-12,BOF Retargeting - Site Visitors,RTG Visitors 30d,17737,319,239.98,19,1670.08
2024-09-13,BOF Retargeting - Site Visitors,RTG Visitors 30d,18600,335,281.14,10,902.26
2024-09-14,BOF Retargeting - Site Visitors,RTG Visitors 30d,17803,320,211.15,12,1040.9
2024-09-15,BOF Retargeting - Site Visitors,RTG Visitors 30d,11280,203,161.25,10,847.81
2024-09-16,BOF Retargeting - Site Visitors,RTG Visitors 30d,20360,366,250.71,16,1449.06
2024-09-17,BOF Retargeting - Site Visitors,RTG Visitors 30d,17975,324,216.1,17,1468.41
2024-09-18,BOF Retargeting - Site Visitors,RTG Visitors 30d,22527,405,286.31,21,1847.86
2024-09-19,BOF Retargeting - Site Visitors,RTG Visitors 30d,20933,377,302.84,23,2003.41
2024-09-20,BOF Retargeting - Site Visitors,RTG Visitors 30d,12684,228,177.17,11,983.14
2024-09-21,BOF Retargeting - Site Visitors,RTG Visitors 30d,11435,206,201.76,19,1652.3
2024-09-22,BOF Retargeting - Site Visitors,RTG Visitors 30d,18104,326,247.27,31,2714.43
2024-09-23,BOF Retargeting - Site Visitors,RTG Visitors 30d,16344,294,203.63,14,1216.78
2024-09-24,BOF Retargeting - Site Visitors,RTG Visitors 30d,21862,394,302.23,17,1504.63
2024-09-25,BOF Retargeting - Site Visitors,RTG Visitors 30d,22152,399,317.23,18,1548.9
2024-09-26,BOF Retargeting - Site Visitors,RTG Visitors 30d,18348,330,255.19,19,1658.29
2024-09-27,BOF Retargeting - Site Visitors,RTG Visitors 30d,19128,344,228.67,14,1267.43
2024-09-28,BOF Retargeting - Site Visitors,RTG Visitors 30d,11307,204,153.47,7,637.06
2024-09-29,BOF Retargeting - Site Visitors,RTG Visitors 30d,24034,433,269.45,12,1088.36
2024-09-30,BOF Retargeting - Site Visitors,RTG Visitors 30d,26406,475,377.41,33,2923.09
2024-10-01,BOF Retargeting - Site Visitors,RTG Visitors 30d,27538,496,363.77,35,3081.71
2024-10-02,BOF Retargeting - Site Visitors,RTG Visitors 30d,18040,325,254.33,30,2605.22
2024-10-03,BOF Retargeting - Site Visitors,RTG Visitors 30d,19732,355,216.48,17,1520.69
2024-10-04,BOF Retargeting - Site Visitors,RTG Visitors 30d,23119,416,306.54,16,1378.24
2024-10-05,BOF Retargeting - Site Visitors,RTG Visitors 30d,20899,376,228.05,15,1298.44
2024-10-06,BOF Retargeting - Site Visitors,RTG Visitors 30d,18069,325,254.4,12,1030.8
2024-10-07,BOF Retargeting - Site Visitors,RTG Visitors 30d,24057,433,278.76,12,1092.45
2024-10-08,BOF Retargeting - Site Visitors,RTG Visitors 30d,20129,362,268.55,21,1814.36
2024-10-09,BOF Retargeting - Site Visitors,RTG Visitors 30d,25606,461,317.93,25,2239.98
2024-10-10,BOF Retargeting - Site Visitors,RTG Visitors 30d,20995,378,320.2,39,3446.8
2024-10-11,BOF Retargeting - Site Visitors,RTG Visitors 30d,18460,332,240.68,17,1506.67
2024-10-12,BOF Retargeting - Site Visitors,RTG Visitors 30d,13192,237,198.19,10,880.7
2024-10-13,BOF Retargeting - Site Visitors,RTG Visitors 30d,11347,204,149.3,11,1008.28
2024-10-14,BOF Retargeting - Site Visitors,RTG Visitors 30d,15831,285,248.77,17,1456.09
2024-10-15,BOF Retargeting - Site Visitors,RTG Visitors 30d,15964,287,217.56,14,1231.06
2024-10-16,BOF Retargeting - Site Visitors,RTG Visitors 30d,23618,425,285.76,22,1952.52
2024-10-17,BOF Retargeting - Site Visitors,RTG Visitors 30d,19525,351,249.55,13,1103.59
2024-10-18,BOF Retargeting - Site Visitors,RTG Visitors 30d,16668,300,254.57,19,1677.84
2024-10-19,BOF Retargeting - Site Visitors,RTG Visitors 30d,16643,300,271.65,23,2061.29
2024-10-20,BOF Retargeting - Site Visitors,RTG Visitors 30d,19634,353,252.21,28,2452.32
2024-10-21,BOF Retargeting - Site Visitors,RTG Visitors 30d,22561,406,260.03,20,1799.8
2024-10-22,BOF Retargeting - Site Visitors,RTG Visitors 30d,24208,436,359.88,32,2847.23
2024-10-23,BOF Retargeting - Site Visitors,RTG Visitors 30d,27731,499,303.54,18,1612.3
2024-10-24,BOF Retargeting - Site Visitors,RTG Visitors 30d,18263,329,246.71,16,1437.3
2024-10-25,BOF Retargeting - Site Visitors,RTG Visitors 30d,15152,273,248.8,27,2374.89
2024-10-26,BOF Retargeting - Site Visitors,RTG Visitors 30d,17192,309,271.3,13,1122.34
2024-10-27,BOF Retargeting - Site Visitors,RTG Visitors 30d,19542,352,244.26,16,1384.55
2024-10-28,BOF Retargeting - Site Visitors,RTG Visitors 30d,16333,294,217.66,23,2002.04
2024-10-29,BOF Retargeting - Site Visitors,RTG Visitors 30d,26890,484,313.01,20,1768.34
2024-10-30,BOF Retargeting - Site Visitors,RTG Visitors 30d,21964,395,334.25,21,1813.51
2024-10-31,BOF Retargeting - Site Visitors,RTG Visitors 30d,24725,445,329.86,21,1807.29
2024-11-01,BOF Retargeting - Site Visitors,RTG Visitors 30d,26105,470,352.18,24,2124.0
2024-11-02,BOF Retargeting - Site Visitors,RTG Visitors 30d,25021,450,342.65,32,2785.75
2024-11-03,BOF Retargeting - Site Visitors,RTG Visitors 30d,22991,414,322.49,29,2540.52
2024-11-04,BOF Retargeting - Site Visitors,RTG Visitors 30d,20289,365,284.01,20,1759.19
2024-11-05,BOF Retargeting - Site Visitors,RTG Visitors 30d,19402,349,257.39,26,2257.98
2024-11-06,BOF Retargeting - Site Visitors,RTG Visitors 30d,14684,264,192.33,16,1431.11
2024-11-07,BOF Retargeting - Site Visitors,RTG Visitors 30d,20358,366,267.98,25,2171.22
2024-11-08,BOF Retargeting - Site Visitors,RTG Visitors 30d,24551,442,293.78,15,1320.67
2024-11-09,BOF Retargeting - Site Visitors,RTG Visitors 30d,15677,282,238.66,29,2585.23
2024-11-10,BOF Retargeting - Site Visitors,RTG Visitors 30d,10422,188,168.64,14,1238.0
2024-11-11,BOF Retargeting - Site Visitors,RTG Visitors 30d,20865,376,254.44,8,707.07
2024-11-12,BOF Retargeting - Site Visitors,RTG Visitors 30d,20291,365,301.03,34,3011.91
2024-11-13,BOF Retargeting - Site Visitors,RTG Visitors 30d,15898,286,222.92,17,1456.6
2024-11-14,BOF Retargeting - Site Visitors,RTG Visitors 30d,19256,347,276.37,17,1525.37
2024-11-15,BOF Retargeting - Site Visitors,RTG Visitors 30d,30248,544,435.06,39,3390.98
2024-11-16,BOF Retargeting - Site Visitors,RTG Visitors 30d,27891,502,435.65,47,4108.14
2024-11-17,BOF Retargeting - Site Visitors,RTG Visitors 30d,33942,611,485.07,34,2957.48
2024-11-18,BOF Retargeting - Site Visitors,RTG Visitors 30d,29763,536,376.54,35,3101.58
2024-11-19,BOF Retargeting - Site Visitors,RTG Visitors 30d,30860,555,416.77,38,3347.96
2024-11-20,BOF Retargeting - Site Visitors,RTG Visitors 30d,32666,588,419.3,41,3634.96
2024-11-21,BOF Retargeting - Site Visitors,RTG Visitors 30d,31973,576,453.58,41,3581.03
2024-11-22,BOF Retargeting - Site Visitors,RTG Visitors 30d,36055,649,444.72,61,5328.9
2024-11-23,BOF Retargeting - Site Visitors,RTG Visitors 30d,32508,585,461.75,46,4057.35
2024-11-24,BOF Retargeting - Site Visitors,RTG Visitors 30d,14094,254,234.94,29,2588.94
2024-11-25,BOF Retargeting - Site Visitors,RTG Visitors 30d,33321,600,435.81,56,4889.79
2024-11-26,BOF Retargeting - Site Visitors,RTG Visitors 30d,35310,636,441.47,45,3993.04
2024-11-27,BOF Retargeting - Site Visitors,RTG Visitors 30d,27163,489,387.79,31,2770.94
2024-11-28,BOF Retargeting - Site Visitors,RTG Visitors 30d,22487,405,269.26,56,4966.53
2024-11-29,BOF Retargeting - Site Visitors,RTG Visitors 30d,34511,621,507.27,85,7510.97
2024-11-30,BOF Retargeting - Site Visitors,RTG Visitors 30d,24976,450,315.3,53,4664.38
2024-12-01,BOF Retargeting - Site Visitors,RTG Visitors 30d,42763,770,484.87,60,5264.37
2024-12-02,BOF Retargeting - Site Visitors,RTG Visitors 30d,38696,697,520.48,54,4768.11
2024-12-03,BOF Retargeting - Site Visitors,RTG Visitors 30d,25451,458,351.46,20,1737.28
2024-12-04,BOF Retargeting - Site Visitors,RTG Visitors 30d,20552,370,280.4,23,2060.76
2024-12-05,BOF Retargeting - Site Visitors,RTG Visitors 30d,39353,708,451.44,57,5043.36
2024-12-06,BOF Retargeting - Site Visitors,RTG Visitors 30d,35496,639,460.28,47,4092.79
2024-12-07,BOF Retargeting - Site Visitors,RTG Visitors 30d,31729,571,345.68,31,2708.48
2024-12-08,BOF Retargeting - Site Visitors,RTG Visitors 30d,30528,550,400.78,18,1610.49
2024-12-09,BOF Retargeting - Site Visitors,RTG Visitors 30d,26497,477,381.87,42,3709.02
2024-12-10,BOF Retargeting - Site Visitors,RTG Visitors 30d,34441,620,492.89,36,3187.01
2024-12-11,BOF Retargeting - Site Visitors,RTG Visitors 30d,36262,653,486.53,40,3518.57
2024-12-12,BOF Retargeting - Site Visitors,RTG Visitors 30d,18305,329,303.09,46,4074.53
2024-12-13,BOF Retargeting - Site Visitors,RTG Visitors 30d,22379,403,316.81,27,2395.13
2024-12-14,BOF Retargeting - Site Visitors,RTG Visitors 30d,36778,662,519.51,35,3046.12
2024-12-15,BOF Retargeting - Site Visitors,RTG Visitors 30d,32354,582,426.43,43,3753.2
2024-12-16,BOF Retargeting - Site Visitors,RTG Visitors 30d,29223,526,324.88,49,4315.2
2024-12-17,BOF Retargeting - Site Visitors,RTG Visitors 30d,22902,412,307.48,32,2827.84
2024-12-18,BOF Retargeting - Site Visitors,RTG Visitors 30d,25892,466,423.65,71,6204.86
2024-12-19,BOF Retargeting - Site Visitors,RTG Visitors 30d,22471,404,332.39,26,2300.93
2024-12-20,BOF Retargeting - Site Visitors,RTG Visitors 30d,29337,528,385.8,28,2424.28
2024-12-21,BOF Retargeting - Site Visitors,RTG Visitors 30d,26796,482,358.39,23,1985.95
2024-12-22,BOF Retargeting - Site Visitors,RTG Visitors 30d,31001,558,355.77,22,1909.9
2024-12-23,BOF Retargeting - Site Visitors,RTG Visitors 30d,40840,735,500.87,56,4926.9
2024-12-24,BOF Retargeting - Site Visitors,RTG Visitors 30d,46273,833,569.2,41,3592.88
2024-12-25,BOF Retargeting - Site Visitors,RTG Visitors 30d,27215,490,375.47,27,2410.78
2024-12-26,BOF Retargeting - Site Visitors,RTG Visitors 30d,27619,497,334.05,43,3797.84
2024-12-27,BOF Retargeting - Site Visitors,RTG Visitors 30d,29753,536,439.31,60,5240.58
2024-12-28,BOF Retargeting - Site Visitors,RTG Visitors 30d,39679,714,486.23,60,5299.64
2024-12-29,BOF Retargeting - Site Visitors,RTG Visitors 30d,24287,437,337.26,45,3924.89
2024-12-30,BOF Retargeting - Site Visitors,RTG Visitors 30d,30631,551,477.95,37,3282.45
2024-12-31,BOF Retargeting - Site Visitors,RTG Visitors 30d,27738,499,352.9,44,3828.29
2025-01-01,BOF Retargeting - Site Visitors,RTG Visitors 30d,21059,379,247.22,21,1830.72
2025-01-02,BOF Retargeting - Site Visitors,RTG Visitors 30d,14216,256,199.88,13,1155.71
2025-01-03,BOF Retargeting - Site Visitors,RTG Visitors 30d,21387,385,246.96,19,1655.75
2025-01-04,BOF Retargeting - Site Visitors,RTG Visitors 30d,13408,241,213.6,11,965.72
2025-01-05,BOF Retargeting - Site Visitors,RTG Visitors 30d,16000,288,243.46,15,1291.07
