date,campaign_name,campaign_type,impressions,clicks,cost,conversions,conversion_value
2025-01-16,Performance Max - New Cust,Performance Max,26072,469,353.56,15.88,1397.03
2025-01-17,Performance Max - New Cust,Performance Max,23667,426,339.49,12.8,1126.53
2025-01-18,Performance Max - New Cust,Performance Max,27388,493,356.5,34.18,3007.69
2025-01-19,Performance Max - New Cust,Performance Max,24519,441,339.39,14.63,1287.84
2025-01-20,Performance Max - New Cust,Performance Max,31733,571,381.57,16.13,1419.63
2025-01-21,Performance Max - New Cust,Performance Max,34022,612,409.73,17.77,1563.9
2025-01-22,Performance Max - New Cust,Performance Max,32337,582,426.77,21.12,1858.52
2025-01-23,Performance Max - New Cust,Performance Max,45933,827,474.56,20.22,1779.79
2025-01-24,Performance Max - New Cust,Performance Max,25672,462,348.16,16.71,1470.07
2025-01-25,Performance Max - New Cust,Performance Max,26704,481,340.51,5.92,520.98
2025-01-26,Performance Max - New Cust,Performance Max,31663,570,374.25,18.77,1651.92
2025-01-27,Performance Max - New Cust,Performance Max,36488,657,420.52,20.39,1794.34
2025-01-28,Performance Max - New Cust,Performance Max,54691,984,606.46,36.72,3231.55
2025-01-29,Performance Max - New Cust,Performance Max,37654,678,454.54,31.95,2812.01
2025-01-30,Performance Max - New Cust,Performance Max,28756,518,326.18,15.56,1369.5
2025-01-31,Performance Max - New Cust,Performance Max,34930,629,470.39,28.32,2491.78
2025-02-01,Performance Max - New Cust,Performance Max,41173,741,473.28,16.0,1408.38
2025-02-02,Performance Max - New Cust,Performance Max,36456,656,419.62,25.49,2242.92
2025-02-03,Performance Max - New Cust,Performance Max,36019,648,390.12,16.08,1414.77
2025-02-04,Performance Max - New Cust,Performance Max,44754,806,666.29,20.18,1776.18
2025-02-05,Performance Max - New Cust,Performance Max,29040,523,400.66,18.45,1623.6
2025-02-06,Performance Max - New Cust,Performance Max,47164,849,547.31,37.91,3336.42
2025-02-07,Performance Max - New Cust,Performance Max,30682,552,503.96,24.69,2172.79
2025-02-08,Performance Max - New Cust,Performance Max,39962,719,479.35,35.24,3101.31
2025-02-09,Performance Max - New Cust,Performance Max,51636,929,585.19,20.92,1841.04
2025-02-10,Performance Max - New Cust,Performance Max,40345,726,538.51,33.69,2964.81
2025-02-11,Performance Max - New Cust,Performance Max,33476,603,440.34,17.3,1522.57
2025-02-12,Performance Max - New Cust,Performance Max,42372,763,594.42,28.35,2494.72
2025-02-13,Performance Max - New Cust,Performance Max,32768,590,434.99,22.24,1956.84
2025-02-14,Performance Max - New Cust,Performance Max,37932,683,502.08,28.44,2502.45
2025-02-15,Performance Max - New Cust,Performance Max,25340,456,341.85,18.46,1624.5
2025-02-16,Performance Max - New Cust,Performance Max,26418,476,358.36,14.26,1255.25
2025-02-17,Performance Max - New Cust,Performance Max,38053,685,492.64,29.92,2633.28
2025-02-18,Performance Max - New Cust,Performance Max,40253,725,521.75,40.38,3553.22
2025-02-19,Performance Max - New Cust,Performance Max,34419,620,359.57,14.99,1318.81
2025-02-20,Performance Max - New Cust,Performance Max,40777,734,534.45,14.11,1241.28
2025-02-21,Performance Max - New Cust,Performance Max,34652,624,421.84,23.62,2078.44
2025-02-22,Performance Max - New Cust,Performance Max,40809,735,544.72,22.47,1977.46
2025-02-23,Performance Max - New Cust,Performance Max,30396,547,406.26,18.97,1668.97
2025-02-24,Performance Max - New Cust,Performance Max,26761,482,399.85,23.01,2024.95
2025-02-25,Performance Max - New Cust,Performance Max,33668,606,496.4,20.16,1773.79
2025-02-26,Performance Max - New Cust,Performance Max,29219,526,415.39,18.53,1630.35
2025-02-27,Performance Max - New Cust,Performance Max,49781,896,615.82,26.39,2322.45
2025-02-28,Performance Max - New Cust,Performance Max,43335,780,490.31,35.58,3131.12
2025-03-01,Performance Max - New Cust,Performance Max,28024,504,422.18,20.53,1806.67
2025-03-02,Performance Max - New Cust,Performance Max,36273,653,482.83,15.61,1374.12
2025-03-03,Performance Max - New Cust,Performance Max,28357,510,409.63,13.87,1220.73
2025-03-04,Performance Max - New Cust,Performance Max,30095,542,389.36,19.87,1748.71
2025-03-05,Performance Max - New Cust,Performance Max,46727,841,528.72,17.29,1521.45
2025-03-06,Performance Max - New Cust,Performance Max,30601,551,403.19,12.27,1079.75
2025-03-07,Performance Max - New Cust,Performance Max,31858,573,403.33,23.73,2088.31
2025-03-08,Performance Max - New Cust,Performance Max,46432,836,505.81,28.8,2534.22
2025-03-09,Performance Max - New Cust,Performance Max,39748,715,478.4,20.11,1769.84
2025-03-10,Performance Max - New Cust,Performance Max,28892,520,392.78,20.96,1844.72
2025-03-11,Performance Max - New Cust,Performance Max,35520,639,440.5,22.27,1959.66
2025-03-12,Performance Max - New Cust,Performance Max,30588,551,418.67,24.21,2130.77
2025-03-13,Performance Max - New Cust,Performance Max,56162,1011,678.5,34.98,3078.08
2025-03-14,Performance Max - New Cust,Performance Max,48495,873,580.35,11.91,1048.15
2025-03-15,Performance Max - New Cust,Performance Max,27999,504,404.47,18.29,1609.37
2025-03-16,Performance Max - New Cust,Performance Max,39106,704,484.18,26.48,2330.43
2025-03-17,Performance Max - New Cust,Performance Max,30331,546,386.69,16.76,1474.59
2025-03-18,Performance Max - New Cust,Performance Max,36665,660,437.49,21.16,1862.19
2025-03-19,Performance Max - New Cust,Performance Max,43417,782,503.41,29.27,2575.6
2025-03-20,Performance Max - New Cust,Performance Max,44629,803,536.11,25.12,2210.78
2025-03-21,Performance Max - New Cust,Performance Max,37404,673,485.79,35.73,3144.49
2025-03-22,Performance Max - New Cust,Performance Max,39861,718,457.5,30.41,2676.16
2025-03-23,Performance Max - New Cust,Performance Max,32286,581,443.91,20.44,1798.39
2025-03-24,Performance Max - New Cust,Performance Max,33426,602,480.62,21.24,1869.22
2025-03-25,Performance Max - New Cust,Performance Max,27069,487,469.47,9.41,828.2
2025-03-26,Performance Max - New Cust,Performance Max,36157,651,458.79,19.71,1734.22
2025-03-27,Performance Max - New Cust,Performance Max,37774,680,516.7,15.88,1397.84
2025-03-28,Performance Max - New Cust,Performance Max,44086,794,533.82,26.12,2298.33
2025-03-29,Performance Max - New Cust,Performance Max,29630,533,454.69,22.59,1988.32
2025-03-30,Performance Max - New Cust,Performance Max,26410,475,355.01,21.77,1915.72
2025-03-31,Performance Max - New Cust,Performance Max,34495,621,414.67,30.49,2683.33
2025-04-01,Performance Max - New Cust,Performance Max,38199,688,533.52,24.24,2132.94
2025-04-02,Performance Max - New Cust,Performance Max,53529,964,647.42,55.91,4919.8
2025-04-03,Performance Max - New Cust,Performance Max,38341,690,510.77,25.34,2229.51
2025-04-04,Performance Max - New Cust,Performance Max,36518,657,461.64,14.74,1297.34
2025-04-05,Performance Max - New Cust,Performance Max,38585,695,458.08,18.34,1613.94
2025-04-06,Performance Max - New Cust,Performance Max,31313,564,358.68,15.93,1402.17
2025-04-07,Performance Max - New Cust,Performance Max,50462,908,629.97,33.03,2906.43
2025-04-08,Performance Max - New Cust,Performance Max,37673,678,514.94,17.9,1574.78
2025-04-09,Performance Max - New Cust,Performance Max,33477,603,441.58,19.28,1697.04
2025-04-10,Performance Max - New Cust,Performance Max,40904,736,483.58,21.58,1899.17
2025-04-11,Performance Max - New Cust,Performance Max,32491,585,453.4,18.82,1656.59
2025-04-12,Performance Max - New Cust,Performance Max,43555,784,558.66,32.27,2839.59
2025-04-13,Performance Max - New Cust,Performance Max,32497,585,425.57,24.82,2184.21
2025-04-14,Performance Max - New Cust,Performance Max,40316,726,513.26,33.66,2961.7
2025-04-15,Performance Max - New Cust,Performance Max,39720,715,553.63,22.75,2001.93
2025-04-16,Performance Max - New Cust,Performance Max,28829,519,437.15,30.01,2640.66
2025-04-17,Performance Max - New Cust,Performance Max,43261,779,517.43,15.85,1394.86
2025-04-18,Performance Max - New Cust,Performance Max,45902,826,525.21,15.92,1400.6
2025-04-19,Performance Max - New Cust,Performance Max,22188,399,334.44,11.68,1027.95
2025-04-20,Performance Max - New Cust,Performance Max,38140,687,463.16,21.96,1932.34
2025-04-21,Performance Max - New Cust,Performance Max,43902,790,496.38,33.15,2917.46
2025-04-22,Performance Max - New Cust,Performance Max,43175,777,512.53,19.78,1740.29
2025-04-23,Performance Max - New Cust,Performance Max,38375,691,504.1,20.27,1784.11
2025-04-24,Performance Max - New Cust,Performance Max,37916,682,525.0,22.62,1990.35
2025-04-25,Performance Max - New Cust,Performance Max,51023,918,637.7,33.13,2915.44
2025-04-26,Performance Max - New Cust,Performance Max,29187,525,358.75,15.44,1358.95
2025-04-27,Performance Max - New Cust,Performance Max,33436,602,417.27,17.18,1511.43
2025-04-28,Performance Max - New Cust,Performance Max,44106,794,565.84,17.06,1501.13
2025-04-29,Performance Max - New Cust,Performance Max,38991,702,547.46,20.99,1846.77
2025-04-30,Performance Max - New Cust,Performance Max,45167,813,545.55,35.37,3112.9
2025-05-01,Performance Max - New Cust,Performance Max,68616,1235,824.8,34.33,3021.42
2025-05-02,Performance Max - New Cust,Performance Max,45459,818,561.4,20.34,1789.55
2025-05-03,Performance Max - New Cust,Performance Max,43757,788,545.25,35.99,3166.86
2025-05-04,Performance Max - New Cust,Performance Max,39529,712,421.07,17.03,1498.97
2025-05-05,Performance Max - New Cust,Performance Max,31381,565,420.88,31.07,2734.54
2025-05-06,Performance Max - New Cust,Performance Max,42919,773,475.74,34.07,2998.33
2025-05-07,Performance Max - New Cust,Performance Max,42220,760,572.49,26.2,2305.72
2025-05-08,Performance Max - New Cust,Performance Max,48070,865,542.11,15.77,1388.12
2025-05-09,Performance Max - New Cust,Performance Max,48660,876,541.97,49.14,4323.97
2025-05-10,Performance Max - New Cust,Performance Max,33077,595,429.16,23.15,2037.56
2025-05-11,Performance Max - New Cust,Performance Max,39092,704,417.18,18.29,1609.2
2025-05-12,Performance Max - New Cust,Performance Max,40635,731,488.54,30.41,2676.45
2025-05-13,Performance Max - New Cust,Performance Max,41811,753,575.12,31.92,2808.67
2025-05-14,Performance Max - New Cust,Performance Max,44916,808,587.52,38.92,3425.29
2025-05-15,Performance Max - New Cust,Performance Max,37465,674,421.51,16.66,1465.91
2025-05-16,Performance Max - New Cust,Performance Max,50460,908,579.73,28.62,2518.15
2025-05-17,Performance Max - New Cust,Performance Max,28403,511,397.82,13.59,1195.8
2025-05-18,Performance Max - New Cust,Performance Max,38104,686,486.84,27.81,2446.95
2025-05-19,Performance Max - New Cust,Performance Max,39592,713,488.8,22.68,1996.09
2025-05-20,Performance Max - New Cust,Performance Max,50617,911,670.98,31.49,2771.01
2025-05-21,Performance Max - New Cust,Performance Max,47187,849,469.67,21.19,1864.56
2025-05-22,Performance Max - New Cust,Performance Max,42500,765,523.13,22.32,1964.2
2025-05-23,Performance Max - New Cust,Performance Max,44584,803,565.24,19.67,1730.78
2025-05-24,Performance Max - New Cust,Performance Max,34258,617,383.19,23.85,2098.53
2025-05-25,Performance Max - New Cust,Performance Max,33883,610,442.8,33.04,2907.79
2025-05-26,Performance Max - New Cust,Performance Max,42448,764,483.59,19.17,1686.65
2025-05-27,Performance Max - New Cust,Performance Max,31083,559,462.72,25.83,2273.44
2025-05-28,Performance Max - New Cust,Performance Max,35580,640,469.12,25.18,2215.9
2025-05-29,Performance Max - New Cust,Performance Max,54695,985,620.52,27.41,2412.5
2025-05-30,Performance Max - New Cust,Performance Max,42367,763,456.25,13.69,1204.62
2025-05-31,Performance Max - New Cust,Performance Max,36580,658,497.96,15.68,1379.85
2025-06-01,Performance Max - New Cust,Performance Max,34567,622,476.08,17.7,1557.73
2025-06-02,Performance Max - New Cust,Performance Max,33233,598,395.63,10.16,894.4
2025-06-03,Performance Max - New Cust,Performance Max,41670,750,558.79,38.6,3396.77
2025-06-04,Performance Max - New Cust,Performance Max,30500,549,394.76,21.52,1893.87
2025-06-05,Performance Max - New Cust,Performance Max,49407,889,570.3,25.46,2240.56
2025-06-06,Performance Max - New Cust,Performance Max,34956,629,465.07,11.39,1002.14
2025-06-07,Performance Max - New Cust,Performance Max,29445,530,451.59,12.42,1092.94
2025-06-08,Performance Max - New Cust,Performance Max,24900,448,357.34,17.75,1562.11
2025-06-09,Performance Max - New Cust,Performance Max,41428,746,521.48,43.36,3815.65
2025-06-10,Performance Max - New Cust,Performance Max,39719,715,602.98,21.71,1910.85
2025-06-11,Performance Max - New Cust,Performance Max,34013,612,441.49,27.32,2404.31
2025-06-12,Performance Max - New Cust,Performance Max,31614,569,457.83,18.79,1653.51
2025-06-13,Performance Max - New Cust,Performance Max,51848,933,554.47,25.57,2250.47
2025-06-14,Performance Max - New Cust,Performance Max,48575,874,492.89,33.09,2912.31
2025-06-15,Performance Max - New Cust,Performance Max,20836,375,291.84,13.51,1188.65
2025-06-16,Performance Max - New Cust,Performance Max,59865,1078,735.17,25.1,2208.97
2025-06-17,Performance Max - New Cust,Performance Max,40574,730,562.76,38.92,3425.21
2025-06-18,Performance Max - New Cust,Performance Max,44653,804,580.3,26.38,2321.88
2025-06-19,Performance Max - New Cust,Performance Max,47432,854,499.02,32.2,2833.37
2025-06-20,Performance Max - New Cust,Performance Max,27786,500,366.83,14.78,1300.54
2025-06-21,Performance Max - New Cust,Performance Max,39480,711,511.89,36.09,3176.33
2025-06-22,Performance Max - New Cust,Performance Max,29587,533,409.65,21.56,1897.12
2025-06-23,Performance Max - New Cust,Performance Max,50343,906,565.62,29.09,2559.94
2025-06-24,Performance Max - New Cust,Performance Max,28247,508,493.25,23.93,2105.58
2025-06-25,Performance Max - New Cust,Performance Max,40677,732,535.73,21.06,1853.16
2025-06-26,Performance Max - New Cust,Performance Max,35282,635,446.6,21.27,1871.51
2025-06-27,Performance Max - New Cust,Performance Max,44582,802,600.13,23.37,2056.22
2025-06-28,Performance Max - New Cust,Performance Max,31756,572,367.02,24.22,2131.12
2025-06-29,Performance Max - New Cust,Performance Max,60972,1098,681.24,27.53,2422.61
2025-06-30,Performance Max - New Cust,Performance Max,53018,954,769.34,20.34,1789.79
2025-07-01,Performance Max - New Cust,Performance Max,65507,1179,669.48,17.46,1536.45
2025-07-02,Performance Max - New Cust,Performance Max,43231,778,628.03,16.44,1446.32
2025-07-03,Performance Max - New Cust,Performance Max,44404,799,491.85,27.62,2430.95
2025-07-04,Performance Max - New Cust,Performance Max,49652,894,616.31,19.26,1695.18
2025-07-05,Performance Max - New Cust,Performance Max,32791,590,434.52,22.78,2004.69
2025-07-06,Performance Max - New Cust,Performance Max,25474,459,334.39,17.51,1541.17
2025-07-07,Performance Max - New Cust,Performance Max,51854,933,655.56,27.92,2456.57
2025-07-08,Performance Max - New Cust,Performance Max,49681,894,613.07,30.92,2720.72
2025-07-09,Performance Max - New Cust,Performance Max,36029,649,497.72,24.29,2137.37
2025-07-10,Performance Max - New Cust,Performance Max,31138,560,401.63,8.67,762.89
2025-07-11,Performance Max - New Cust,Performance Max,33121,596,450.75,19.45,1711.69
2025-07-12,Performance Max - New Cust,Performance Max,22448,404,319.39,18.38,1617.07
2025-07-13,Performance Max - New Cust,Performance Max,38447,692,525.69,39.51,3477.09
2025-07-14,Performance Max - New Cust,Performance Max,26583,479,375.77,30.71,2702.17
2025-07-15,Performance Max - New Cust,Performance Max,40200,724,528.26,16.11,1417.49
2025-07-16,Performance Max - New Cust,Performance Max,35731,643,431.16,18.63,1639.45
2025-07-17,Performance Max - New Cust,Performance Max,31196,562,388.35,11.89,1046.21
2025-07-18,Performance Max - New Cust,Performance Max,50690,912,524.27,38.03,3346.81
2025-07-19,Performance Max - New Cust,Performance Max,26630,479,418.55,27.38,2409.42
2025-07-20,Performance Max - New Cust,Performance Max,43007,774,517.04,26.5,2331.7
2025-07-21,Performance Max - New Cust,Performance Max,31786,572,400.24,20.49,1802.75
2025-07-22,Performance Max - New Cust,Performance Max,37795,680,438.91,31.76,2794.52
2025-07-23,Performance Max - New Cust,Performance Max,27915,502,327.41,23.75,2090.33
2025-07-24,Performance Max - New Cust,Performance Max,26522,477,339.74,24.11,2121.76
2025-07-25,Performance Max - New Cust,Performance Max,56204,1012,696.05,34.07,2998.39
2025-07-26,Performance Max - New Cust,Performance Max,47773,860,648.44,25.43,2237.87
2025-07-27,Performance Max - New Cust,Performance Max,38255,689,453.32,27.1,2384.98
2025-07-28,Performance Max - New Cust,Performance Max,28589,515,434.67,26.6,2340.97
2025-07-29,Performance Max - New Cust,Performance Max,40998,738,477.97,21.2,1865.31
2025-07-30,Performance Max - New Cust,Performance Max,46753,842,590.45,23.73,2088.05
2025-07-31,Performance Max - New Cust,Performance Max,34779,626,460.09,30.6,2693.23
2025-08-01,Performance Max - New Cust,Performance Max,40863,736,526.98,39.87,3508.63
2025-08-02,Performance Max - New Cust,Performance Max,34822,627,445.8,16.97,1493.34
2025-08-03,Performance Max - New Cust,Performance Max,36459,656,403.49,18.13,1595.23
2025-08-04,Performance Max - New Cust,Performance Max,50424,908,459.81,24.19,2128.77
2025-08-05,Performance Max - New Cust,Performance Max,47799,860,533.1,28.25,2486.22
2025-08-06,Performance Max - New Cust,Performance Max,31824,573,424.3,17.46,1536.89
2025-08-07,Performance Max - New Cust,Performance Max,46398,835,548.93,43.92,3865.31
2025-08-08,Performance Max - New Cust,Performance Max,39480,711,465.05,24.93,2194.17
2025-08-09,Performance Max - New Cust,Performance Max,33166,597,458.4,25.47,2241.75
2025-08-10,Performance Max - New Cust,Performance Max,40226,724,574.96,43.81,3855.39
2025-08-11,Performance Max - New Cust,Performance Max,38779,698,491.71,20.05,1764.66
2025-08-12,Performance Max - New Cust,Performance Max,51479,927,598.31,25.93,2281.59
2025-08-13,Performance Max - New Cust,Performance Max,24816,447,367.36,12.48,1098.07
2025-08-14,Performance Max - New Cust,Performance Max,34427,620,466.21,20.9,1839.36
2025-08-15,Performance Max - New Cust,Performance Max,42872,772,510.12,15.1,1328.96
2024-06-01,Display - Prospecting,Display,115291,461,241.0,9.91,594.33
2024-06-02,Display - Prospecting,Display,156071,624,308.8,10.15,608.79
2024-06-03,Display - Prospecting,Display,98888,396,209.93,8.64,518.64
2024-06-04,Display - Prospecting,Display,202725,811,413.49,14.07,844.0
2024-06-05,Display - Prospecting,Display,133424,534,205.38,8.02,481.01
2024-06-06,Display - Prospecting,Display,95772,383,188.09,6.26,375.66
2024-06-07,Display - Prospecting,Display,140312,561,268.27,7.37,442.09
2024-06-08,Display - Prospecting,Display,91154,365,195.63,6.24,374.41
2024-06-09,Display - Prospecting,Display,131997,528,238.39,4.96,297.4
2024-06-10,Display - Prospecting,Display,144540,578,267.92,11.69,701.65
2024-06-11,Display - Prospecting,Display,141562,566,262.21,6.16,369.39
2024-06-12,Display - Prospecting,Display,119289,477,233.51,7.56,453.36
2024-06-13,Display - Prospecting,Display,162949,652,293.88,11.94,716.2
2024-06-14,Display - Prospecting,Display,145858,583,256.88,11.27,676.23
2024-06-15,Display - Prospecting,Display,151019,604,293.61,5.77,345.97
2024-06-16,Display - Prospecting,Display,115233,461,233.12,7.84,470.12
2024-06-17,Display - Prospecting,Display,125180,501,228.94,9.1,546.01
2024-06-18,Display - Prospecting,Display,91852,367,201.09,7.18,430.93
2024-06-19,Display - Prospecting,Display,122983,492,264.27,13.44,806.21
2024-06-20,Display - Prospecting,Display,107930,432,217.01,5.91,354.68
2024-06-21,Display - Prospecting,Display,89890,360,213.98,4.04,242.41
2024-06-22,Display - Prospecting,Display,144209,577,265.51,11.49,689.67
2024-06-23,Display - Prospecting,Display,79657,319,175.42,5.33,319.58
2024-06-24,Display - Prospecting,Display,168022,672,352.27,6.74,404.58
2024-06-25,Display - Prospecting,Display,137678,551,281.29,9.03,541.79
2024-06-26,Display - Prospecting,Display,136180,545,271.29,13.28,796.91
2024-06-27,Display - Prospecting,Display,109702,439,227.07,5.39,323.3
2024-06-28,Display - Prospecting,Display,155973,624,314.05,20.94,1256.57
2024-06-29,Display - Prospecting,Display,120324,481,242.09,6.47,388.4
2024-06-30,Display - Prospecting,Display,102403,410,214.17,7.67,460.47
2024-07-01,Display - Prospecting,Display,127530,510,275.56,6.45,387.29
2024-07-02,Display - Prospecting,Display,109442,438,196.45,7.01,420.76
2024-07-03,Display - Prospecting,Display,80302,321,198.22,6.71,402.41
2024-07-04,Display - Prospecting,Display,106573,426,217.58,4.85,290.96
2024-07-05,Display - Prospecting,Display,135301,541,283.59,22.26,1335.57
2024-07-06,Display - Prospecting,Display,122807,491,235.54,7.0,420.29
2024-07-07,Display - Prospecting,Display,123119,492,284.78,8.25,495.01
2024-07-08,Display - Prospecting,Display,107472,430,225.96,10.48,628.89
2024-07-09,Display - Prospecting,Display,146417,586,295.85,17.03,1021.93
2024-07-10,Display - Prospecting,Display,145504,582,261.48,12.47,748.38
2024-07-11,Display - Prospecting,Display,116467,466,225.32,5.45,327.15
2024-07-12,Display - Prospecting,Display,127178,509,286.31,10.25,615.01
2024-07-13,Display - Prospecting,Display,111251,445,233.62,4.59,275.33
2024-07-14,Display - Prospecting,Display,115379,462,211.19,9.68,580.73
2024-07-15,Display - Prospecting,Display,119508,478,269.51,5.59,335.42
2024-07-16,Display - Prospecting,Display,129692,519,261.43,6.99,419.42
2024-07-17,Display - Prospecting,Display,130088,520,260.41,8.86,531.4
2024-07-18,Display - Prospecting,Display,119627,479,248.66,9.74,584.14
2024-07-19,Display - Prospecting,Display,138705,555,211.86,6.85,410.88
2024-07-20,Display - Prospecting,Display,115317,461,240.35,13.05,782.8
2024-07-21,Display - Prospecting,Display,107386,430,205.33,8.95,536.91
2024-07-22,Display - Prospecting,Display,103410,414,223.29,9.41,564.67
2024-07-23,Display - Prospecting,Display,135487,542,257.04,6.06,363.74
2024-07-24,Display - Prospecting,Display,167180,669,306.48,16.95,1017.08
2024-07-25,Display - Prospecting,Display,130964,524,277.79,7.36,441.8
2024-07-26,Display - Prospecting,Display,121470,486,244.27,14.13,847.65
2024-07-27,Display - Prospecting,Display,98122,392,214.62,13.74,824.41
2024-07-28,Display - Prospecting,Display,118988,476,266.83,10.56,633.44
2024-07-29,Display - Prospecting,Display,96963,388,174.83,8.5,510.15
2024-07-30,Display - Prospecting,Display,147028,588,310.81,4.09,245.13
2024-07-31,Display - Prospecting,Display,75509,302,192.24,6.41,384.44
2024-08-01,Display - Prospecting,Display,124604,498,208.88,10.18,610.75
2024-08-02,Display - Prospecting,Display,113413,454,245.77,11.13,667.71
2024-08-03,Display - Prospecting,Display,172024,688,352.63,7.93,475.96
2024-08-04,Display - Prospecting,Display,190207,761,322.84,9.74,584.2
2024-08-05,Display - Prospecting,Display,151127,605,306.57,4.76,285.5
2024-08-06,Display - Prospecting,Display,141657,567,287.98,10.93,656.08
2024-08-07,Display - Prospecting,Display,85454,342,193.24,3.88,232.74
2024-08-08,Display - Prospecting,Display,118057,472,278.05,13.16,789.75
2024-08-09,Display - Prospecting,Display,120467,482,244.98,11.99,719.47
2024-08-10,Display - Prospecting,Display,107124,428,206.61,6.28,376.94
2024-08-11,Display - Prospecting,Display,126921,508,246.2,9.88,592.53
2024-08-12,Display - Prospecting,Display,118541,474,248.77,7.98,479.09
2024-08-13,Display - Prospecting,Display,158716,635,316.79,11.26,675.3
2024-08-14,Display - Prospecting,Display,79588,318,191.28,4.79,287.61
2024-08-15,Display - Prospecting,Display,143884,576,274.83,11.19,671.4
2024-08-16,Display - Prospecting,Display,117663,471,231.56,4.89,293.63
2024-08-17,Display - Prospecting,Display,135828,543,223.0,4.47,268.46
2024-08-18,Display - Prospecting,Display,126947,508,253.7,8.36,501.4
2024-08-19,Display - Prospecting,Display,101073,404,222.13,7.25,434.8
2024-08-20,Display - Prospecting,Display,139234,557,279.88,10.23,613.91
2024-08-21,Display - Prospecting,Display,126608,506,261.65,7.33,439.53
2024-08-22,Display - Prospecting,Display,126103,504,241.48,14.62,877.36
2024-08-23,Display - Prospecting,Display,125330,501,249.99,8.98,538.84
2024-08-24,Display - Prospecting,Display,103232,413,234.19,8.67,520.29
2024-08-25,Display - Prospecting,Display,89072,356,209.8,7.79,467.37
2024-08-26,Display - Prospecting,Display,140027,560,272.79,12.46,747.8
2024-08-27,Display - Prospecting,Display,148850,595,259.25,10.5,629.8
2024-08-28,Display - Prospecting,Display,123105,492,244.26,9.58,574.66
2024-08-29,Display - Prospecting,Display,196973,788,363.17,14.61,876.66
2024-08-30,Display - Prospecting,Display,162718,651,294.09,5.69,341.3
2024-08-31,Display - Prospecting,Display,115771,463,225.45,4.58,274.57
2024-09-01,Display - Prospecting,Display,117863,471,255.73,8.53,511.85
2024-09-02,Display - Prospecting,Display,119397,478,234.18,7.62,457.23
2024-09-03,Display - Prospecting,Display,146977,588,260.53,10.55,633.21
2024-09-04,Display - Prospecting,Display,140329,561,266.17,9.09,545.26
2024-09-05,Display - Prospecting,Display,121444,486,225.38,9.31,558.66
2024-09-06,Display - Prospecting,Display,144452,578,302.58,6.93,415.91
2024-09-07,Display - Prospecting,Display,111727,447,228.02,7.87,472.48
2024-09-08,Display - Prospecting,Display,115802,463,234.37,5.41,324.69
2024-09-09,Display - Prospecting,Display,126883,508,255.07,9.78,586.8
2024-09-10,Display - Prospecting,Display,270598,1082,481.54,8.34,500.39
2024-09-11,Display - Prospecting,Display,99250,397,251.01,9.53,572.07
2024-09-12,Display - Prospecting,Display,97783,391,194.97,4.43,265.65
2024-09-13,Display - Prospecting,Display,105273,421,212.23,6.61,396.64
2024-09-14,Display - Prospecting,Display,125192,501,287.19,12.61,756.37
2024-09-15,Display - Prospecting,Display,170458,682,318.77,11.26,675.86
2024-09-16,Display - Prospecting,Display,116584,466,250.69,5.24,314.18
2024-09-17,Display - Prospecting,Display,172211,689,356.94,9.44,566.5
2024-09-18,Display - Prospecting,Display,195001,780,324.17,6.8,408.04
2024-09-19,Display - Prospecting,Display,151708,607,274.27,5.57,334.44
2024-09-20,Display - Prospecting,Display,143461,574,270.9,9.5,570.0
2024-09-21,Display - Prospecting,Display,134822,539,259.57,10.46,627.52
2024-09-22,Display - Prospecting,Display,144782,579,294.37,11.23,673.94
2024-09-23,Display - Prospecting,Display,186463,746,305.35,12.16,729.65
2024-09-24,Display - Prospecting,Display,136401,546,251.77,8.58,514.82
2024-09-25,Display - Prospecting,Display,127910,512,275.73,8.58,514.61
2024-09-26,Display - Prospecting,Display,176741,707,406.6,9.3,558.07
2024-09-27,Display - Prospecting,Display,157653,631,297.93,8.71,522.73
2024-09-28,Display - Prospecting,Display,146527,586,294.7,6.63,397.61
2024-09-29,Display - Prospecting,Display,120425,482,277.85,7.27,436.33
2024-09-30,Display - Prospecting,Display,156309,625,299.5,10.26,615.36
2024-10-01,Display - Prospecting,Display,141580,566,290.88,9.4,564.27
2024-10-02,Display - Prospecting,Display,176836,707,335.39,27.52,1651.46
2024-10-03,Display - Prospecting,Display,169794,679,324.91,7.14,428.35
2024-10-04,Display - Prospecting,Display,140915,564,299.5,9.62,577.09
2024-10-05,Display - Prospecting,Display,118832,475,223.09,5.06,303.36
2024-10-06,Display - Prospecting,Display,128939,516,271.04,8.17,490.02
2024-10-07,Display - Prospecting,Display,135288,541,282.55,8.57,513.93
2024-10-08,Display - Prospecting,Display,128313,513,270.65,11.81,708.41
2024-10-09,Display - Prospecting,Display,259533,1038,463.56,12.43,745.91
2024-10-10,Display - Prospecting,Display,105525,422,217.06,7.14,428.61
2024-10-11,Display - Prospecting,Display,195241,781,340.41,9.76,585.9
2024-10-12,Display - Prospecting,Display,129716,519,217.05,4.97,298.16
2024-10-13,Display - Prospecting,Display,120596,482,259.68,7.27,436.34
2024-10-14,Display - Prospecting,Display,170030,680,455.42,12.51,750.82
2024-10-15,Display - Prospecting,Display,133938,536,241.31,8.49,509.15
2024-10-16,Display - Prospecting,Display,121764,487,252.0,10.19,611.46
2024-10-17,Display - Prospecting,Display,131267,525,286.29,8.96,537.54
2024-10-18,Display - Prospecting,Display,116286,465,246.68,7.84,470.61
